antecedents,consequents,support,confidence,lift,leverage,conviction
"dispo, peu_variants, sans_promo",peu_images,0.1432,0.609,2.2932,0.0807,1.8785
"indispo, note_haute, sans_promo","bcp_variants, prix_premium, score_faible",0.0878,0.609,6.9391,0.0751,2.3329
"bcp_variants, sans_promo","bcp_images, prix_premium",0.2194,0.609,2.0221,0.1109,1.7872
"bcp_images, prix_mid","bcp_variants, note_moyenne",0.151,0.6089,3.2472,0.1045,2.0776
"bcp_images, bcp_variants, note_haute, prix_budget","dispo, en_promo",0.0697,0.6089,2.0991,0.0365,1.8151
"bcp_images, bcp_variants, note_haute, prix_budget",score_excellent,0.0697,0.6089,2.4732,0.0415,1.9273
"bcp_images, dispo, en_promo, prix_budget","bcp_variants, note_haute",0.0697,0.6089,1.5382,0.0244,1.5446
"bcp_images, bcp_variants, note_haute, prix_budget","dispo, score_excellent",0.0697,0.6089,2.4732,0.0415,1.9273
"dispo, peu_images, score_bon","note_haute, prix_budget",0.0517,0.6087,1.6895,0.0211,1.6348
"bcp_variants, note_moyenne","bcp_images, dispo, prix_mid",0.1141,0.6084,3.2204,0.0787,2.0711
"bcp_images, dispo, note_haute",score_bon,0.2069,0.6079,1.3347,0.0519,1.3888
"bcp_images, note_haute, prix_budget, score_bon",en_promo,0.0587,0.6077,1.7019,0.0242,1.6388
"peu_images, peu_variants","dispo, note_haute, sans_promo",0.1293,0.6074,1.751,0.0555,1.6635
"bcp_images, score_excellent","bcp_variants, note_haute",0.1307,0.6073,1.5342,0.0455,1.5385
"bcp_images, dispo, score_excellent","bcp_variants, note_haute",0.1307,0.6073,1.5342,0.0455,1.5385
"bcp_images, score_excellent","bcp_variants, dispo, note_haute",0.1307,0.6073,2.3605,0.0753,1.8913
"bcp_images, dispo, note_moyenne, score_bon","prix_mid, sans_promo",0.0628,0.6071,3.5719,0.0452,2.1128
"dispo, note_haute, prix_budget",peu_variants,0.1885,0.6071,1.4573,0.0591,1.4849
peu_images,"peu_variants, sans_promo",0.1612,0.607,2.1472,0.0861,1.825
"bcp_images, en_promo, score_bon","dispo, peu_variants",0.067,0.6067,1.7846,0.0294,1.6782
"dispo, en_promo, score_bon","bcp_images, peu_variants",0.067,0.6067,2.9784,0.0445,2.0246
"bcp_variants, dispo, sans_promo","bcp_images, note_haute",0.1339,0.6067,1.231,0.0251,1.2895
"dispo, en_promo, score_bon","peu_variants, prix_budget",0.067,0.6067,2.8247,0.0433,1.9965
score_excellent,"bcp_images, bcp_variants, dispo, en_promo",0.1492,0.606,3.7593,0.1095,2.129
"dispo, score_excellent","bcp_images, bcp_variants, en_promo",0.1492,0.606,3.1463,0.1018,2.0492
score_excellent,"bcp_images, bcp_variants, en_promo",0.1492,0.606,3.1463,0.1018,2.0492
"prix_mid, score_bon","bcp_images, sans_promo",0.0938,0.606,1.3185,0.0227,1.3715
"dispo, note_moyenne, sans_promo","bcp_images, score_bon",0.0661,0.6059,1.6711,0.0265,1.6175
"peu_images, score_faible","dispo, peu_variants, prix_budget, sans_promo",0.0859,0.6059,4.9685,0.0686,2.2278
"peu_images, score_faible","dispo, prix_budget, sans_promo",0.0859,0.6059,3.9272,0.064,2.1458
"peu_images, score_faible","dispo, prix_budget",0.0859,0.6059,1.8659,0.0399,1.7133
"peu_images, score_faible","dispo, peu_variants, prix_budget",0.0859,0.6059,3.1009,0.0582,2.0415
"bcp_images, dispo, note_moyenne","bcp_variants, prix_mid",0.1141,0.6054,3.5233,0.0817,2.0987
"bcp_variants, prix_budget","dispo, en_promo",0.097,0.6052,2.0864,0.0505,1.7981
"bcp_images, note_haute, peu_variants, sans_promo",prix_premium,0.0545,0.6051,1.7562,0.0235,1.6598
"bcp_images, bcp_variants, note_haute, score_bon",prix_premium,0.0785,0.605,1.7557,0.0338,1.6592
"en_promo, prix_budget, score_bon","bcp_images, note_haute",0.0587,0.6048,1.2271,0.0109,1.2832
prix_premium,"bcp_variants, note_haute, sans_promo",0.2083,0.6046,2.3499,0.1197,1.8782
"bcp_images, indispo","note_haute, sans_promo",0.1242,0.6045,1.2312,0.0233,1.287
"bcp_variants, note_moyenne, prix_mid, sans_promo","dispo, score_bon",0.0508,0.6044,1.5286,0.0176,1.5283
"dispo, en_promo, note_moyenne",score_excellent,0.0642,0.6043,2.4548,0.038,1.9052
"peu_variants, prix_budget","note_haute, sans_promo",0.1298,0.6043,1.2308,0.0243,1.2863
"bcp_variants, indispo","bcp_images, note_haute, sans_promo",0.1072,0.6042,1.8243,0.0484,1.6897
"dispo, note_moyenne, score_bon","prix_mid, sans_promo",0.0697,0.604,3.5534,0.0501,2.096
"bcp_images, dispo, prix_mid","bcp_variants, note_moyenne",0.1141,0.6039,3.2204,0.0787,2.0512
indispo,"bcp_images, score_faible",0.1533,0.6036,3.8551,0.1136,2.1279
"bcp_variants, dispo, note_haute, prix_premium, sans_promo",score_bon,0.0633,0.6035,1.3252,0.0155,1.3735
"dispo, en_promo, peu_variants","note_haute, prix_budget, score_bon",0.0633,0.6035,3.8772,0.047,2.1296
"peu_images, prix_budget","dispo, sans_promo",0.1145,0.6034,1.3236,0.028,1.372
"peu_images, prix_budget","peu_variants, sans_promo",0.1145,0.6034,2.1346,0.0609,1.8087
"bcp_images, indispo, sans_promo, score_faible","bcp_variants, prix_premium",0.085,0.6033,2.4009,0.0496,1.8873
"bcp_images, indispo, sans_promo, score_faible","bcp_variants, note_haute, prix_premium",0.085,0.6033,2.6333,0.0527,1.9432
"bcp_variants, dispo, note_haute",score_excellent,0.1552,0.6032,2.4503,0.0919,1.8999
"dispo, en_promo, note_haute","bcp_variants, score_excellent",0.1109,0.603,2.5203,0.0669,1.9163
"peu_images, score_faible","dispo, note_haute, peu_variants, prix_budget",0.0855,0.6026,3.1977,0.0587,2.0422
"peu_images, score_faible","dispo, note_haute, peu_variants, prix_budget, sans_promo",0.0855,0.6026,4.9795,0.0683,2.2119
"peu_images, score_faible","dispo, note_haute, prix_budget",0.0855,0.6026,1.9414,0.0414,1.7353
"peu_images, score_faible","dispo, note_haute, prix_budget, sans_promo",0.0855,0.6026,3.9776,0.064,2.1352
bcp_variants,"bcp_images, note_haute",0.3515,0.6025,1.2226,0.064,1.276
"dispo, en_promo, score_bon","note_haute, peu_variants",0.0665,0.6025,1.8295,0.0302,1.6873
"indispo, sans_promo","bcp_variants, note_haute",0.1127,0.6025,1.522,0.0387,1.5198
"note_haute, peu_images","dispo, sans_promo",0.14,0.6024,1.3213,0.034,1.3684
"peu_images, sans_promo","note_haute, score_faible",0.1104,0.602,2.5113,0.0664,1.9103
"note_haute, peu_images, peu_variants","prix_budget, sans_promo",0.1132,0.602,3.5415,0.0812,2.0853
"en_promo, note_haute, score_bon","bcp_images, prix_budget",0.0587,0.6019,3.2496,0.0406,2.0467
"bcp_variants, dispo, note_haute, score_bon","bcp_images, prix_premium, sans_promo",0.0614,0.6018,2.1972,0.0335,1.8235
"bcp_images, bcp_variants, dispo, note_haute, prix_premium, sans_promo",score_bon,0.0614,0.6018,1.3214,0.0149,1.3676
peu_images,"note_haute, sans_promo",0.1598,0.6017,1.2256,0.0294,1.2781
"bcp_images, dispo, prix_premium, score_bon","bcp_variants, sans_promo",0.0642,0.6017,1.6702,0.0258,1.6063
"dispo, prix_budget",peu_variants,0.1954,0.6017,1.4442,0.0601,1.4647
"dispo, prix_mid, sans_promo","bcp_images, note_moyenne",0.0725,0.6015,2.4901,0.0434,1.9034
"en_promo, note_moyenne","bcp_variants, prix_mid",0.0739,0.6015,3.5007,0.0528,2.0783
"bcp_variants, note_haute, score_excellent","dispo, prix_budget",0.0933,0.6012,1.8515,0.0429,1.6933
"bcp_variants, dispo, note_haute, score_excellent",prix_budget,0.0933,0.6012,1.6029,0.0351,1.567
"bcp_variants, note_haute, score_excellent",prix_budget,0.0933,0.6012,1.6029,0.0351,1.567
"note_haute, prix_budget, sans_promo",score_faible,0.1002,0.6011,2.0145,0.0505,1.7589
"bcp_variants, dispo, score_bon","note_haute, sans_promo",0.1002,0.6011,1.2243,0.0184,1.2761
"bcp_variants, prix_mid, score_bon","dispo, note_moyenne, sans_promo",0.0508,0.6011,5.5143,0.0416,2.2336
"bcp_images, prix_mid, sans_promo, score_bon","bcp_variants, dispo",0.0564,0.601,1.4802,0.0183,1.4887
"bcp_images, dispo, en_promo, prix_budget","bcp_variants, note_haute, score_excellent",0.0688,0.6008,3.8713,0.051,2.1163
"bcp_images, bcp_variants, note_haute, prix_budget","dispo, en_promo, score_excellent",0.0688,0.6008,3.3438,0.0482,2.055
"bcp_images, bcp_variants, note_haute, prix_budget","en_promo, score_excellent",0.0688,0.6008,3.3438,0.0482,2.055
"bcp_images, peu_variants, sans_promo","dispo, note_haute, score_bon",0.073,0.6008,2.1463,0.039,1.8037
"bcp_images, peu_variants, sans_promo","note_haute, score_bon",0.073,0.6008,1.8449,0.0334,1.6891
"prix_budget, score_bon",en_promo,0.097,0.6,1.6805,0.0393,1.6074
"dispo, prix_premium","bcp_variants, note_haute",0.1247,0.6,1.5158,0.0424,1.5104
"dispo, peu_images, peu_variants, sans_promo","prix_budget, score_faible",0.0859,0.6,5.5513,0.0704,2.2298
indispo,"bcp_images, note_haute",0.1524,0.6,1.2174,0.0272,1.2679
"note_haute, score_faible",peu_variants,0.1436,0.5992,1.4383,0.0438,1.4556
"peu_variants, prix_premium","bcp_images, note_haute",0.0559,0.599,1.2154,0.0099,1.2648
"note_moyenne, score_excellent","bcp_images, bcp_variants, dispo, en_promo, prix_mid",0.0517,0.5989,9.6767,0.0464,2.339
"note_moyenne, score_excellent","bcp_images, en_promo, prix_mid",0.0517,0.5989,5.5892,0.0425,2.2261
"note_moyenne, score_excellent","bcp_images, bcp_variants, en_promo, prix_mid",0.0517,0.5989,8.0539,0.0453,2.3079
"dispo, note_moyenne, score_excellent","bcp_images, bcp_variants, en_promo, prix_mid",0.0517,0.5989,8.0539,0.0453,2.3079
"note_moyenne, score_excellent","bcp_images, dispo, en_promo, prix_mid",0.0517,0.5989,6.6157,0.0439,2.2676
"dispo, note_moyenne, score_excellent","bcp_images, en_promo, prix_mid",0.0517,0.5989,5.5892,0.0425,2.2261
"bcp_variants, dispo, sans_promo, score_bon","bcp_images, note_haute",0.0924,0.5988,1.215,0.0163,1.2641
"bcp_images, dispo, prix_budget","bcp_variants, note_haute",0.0924,0.5988,1.5127,0.0313,1.5059
"peu_variants, sans_promo, score_faible","dispo, note_haute, peu_images",0.091,0.5988,3.1465,0.0621,2.0181
"bcp_variants, dispo, en_promo","note_haute, score_excellent",0.1109,0.5985,3.745,0.0813,2.0926
"bcp_images, bcp_variants, sans_promo","note_haute, prix_premium",0.2023,0.5984,1.8559,0.0933,1.6871
"note_haute, peu_images, sans_promo","prix_budget, score_faible",0.0956,0.5983,5.5352,0.0783,2.2202
"bcp_variants, note_haute, prix_budget","dispo, en_promo",0.0915,0.5982,2.0622,0.0471,1.7668
"dispo, note_haute, peu_variants, sans_promo",prix_budget,0.121,0.5982,1.5949,0.0451,1.5553
"bcp_images, bcp_variants, prix_budget","dispo, en_promo, score_excellent",0.0721,0.5977,3.3265,0.0504,2.0391
"bcp_images, bcp_variants, prix_budget","en_promo, score_excellent",0.0721,0.5977,3.3265,0.0504,2.0391
"prix_budget, score_bon","bcp_images, note_haute",0.0965,0.5971,1.2116,0.0169,1.2589
"peu_images, score_bon","dispo, prix_budget",0.0554,0.597,1.8386,0.0253,1.6757
"bcp_images, bcp_variants, dispo, score_bon","note_haute, sans_promo",0.0924,0.597,1.2159,0.0164,1.2631
"bcp_images, indispo, note_haute","bcp_variants, sans_promo, score_faible",0.091,0.597,5.0486,0.073,2.1878
"bcp_images, indispo, note_haute","bcp_variants, score_faible",0.091,0.597,4.9519,0.0726,2.1821
"dispo, note_moyenne, prix_mid",score_bon,0.1067,0.5969,1.3106,0.0253,1.351
"dispo, peu_images, peu_variants, sans_promo","note_haute, prix_budget, score_faible",0.0855,0.5968,5.569,0.0701,2.2142
"note_haute, peu_images, peu_variants, prix_budget","dispo, score_faible",0.0855,0.5968,5.7169,0.0705,2.2211
"note_haute, peu_images, peu_variants, prix_budget","dispo, sans_promo, score_faible",0.0855,0.5968,5.7169,0.0705,2.2211
"bcp_variants, prix_mid, sans_promo","dispo, note_moyenne",0.0573,0.5962,2.7697,0.0366,1.9432
"peu_images, prix_budget","dispo, note_haute, sans_promo",0.1132,0.5961,1.7185,0.0473,1.6171
"peu_images, prix_budget","note_haute, peu_variants, sans_promo",0.1132,0.5961,2.5505,0.0688,1.8972
"indispo, sans_promo, score_faible","bcp_images, prix_premium",0.0988,0.5961,1.9794,0.0489,1.7302
"indispo, sans_promo, score_faible","bcp_images, note_haute, prix_premium",0.0988,0.5961,2.1367,0.0526,1.7851
"bcp_images, note_moyenne, score_bon","bcp_variants, prix_mid",0.0702,0.5961,3.4691,0.05,2.0503
"en_promo, note_haute, score_excellent","bcp_images, bcp_variants, prix_budget",0.0688,0.596,4.9438,0.0549,2.1768
"dispo, en_promo, note_haute, score_excellent","bcp_images, bcp_variants, prix_budget",0.0688,0.596,4.9438,0.0549,2.1768
"en_promo, note_haute, score_excellent","bcp_images, bcp_variants, dispo, prix_budget",0.0688,0.596,6.0579,0.0575,2.2317
"bcp_images, sans_promo",prix_premium,0.2739,0.596,1.7296,0.1155,1.6223
score_faible,peu_variants,0.1778,0.596,1.4305,0.0535,1.4439
"dispo, en_promo, note_haute, prix_budget",score_excellent,0.0947,0.5959,2.4206,0.0556,1.8655
"dispo, peu_images, peu_variants","prix_budget, sans_promo",0.1062,0.5959,3.5055,0.0759,2.0538
"dispo, peu_images","note_haute, peu_variants, sans_promo",0.1293,0.5957,2.549,0.0786,1.8955
"peu_variants, prix_budget, score_bon","dispo, en_promo, note_haute",0.0633,0.5957,3.2402,0.0437,2.0185
"dispo, en_promo","bcp_variants, score_excellent",0.1727,0.5955,2.4891,0.1033,1.8809
"dispo, en_promo, note_haute","bcp_images, prix_budget",0.1095,0.5955,3.215,0.0754,2.0142
"dispo, peu_variants","note_haute, sans_promo",0.2023,0.5951,1.2121,0.0354,1.2571
"prix_mid, sans_promo","dispo, score_bon",0.1012,0.5951,1.5052,0.0339,1.4933
"prix_budget, sans_promo",score_faible,0.1012,0.5951,1.9944,0.0504,1.7329
"indispo, sans_promo","bcp_images, bcp_variants, score_faible",0.1113,0.5951,5.237,0.0901,2.1889
"note_haute, peu_variants, score_faible","dispo, prix_budget",0.0855,0.5949,1.832,0.0388,1.6668
"note_haute, peu_variants, score_faible","dispo, peu_images, prix_budget",0.0855,0.5949,3.4901,0.061,2.0476
"note_haute, peu_images, peu_variants, sans_promo","dispo, prix_budget, score_faible",0.0855,0.5949,6.924,0.0731,2.2562
"note_haute, peu_variants, score_faible","dispo, peu_images, prix_budget, sans_promo",0.0855,0.5949,5.193,0.069,2.1855
"note_haute, peu_variants, score_faible","dispo, prix_budget, sans_promo",0.0855,0.5949,3.8559,0.0633,2.0875
peu_images,"dispo, note_haute, peu_variants",0.158,0.5948,2.1752,0.0853,1.793
peu_images,"dispo, sans_promo",0.158,0.5948,1.3047,0.0369,1.3428
"dispo, note_haute, peu_images","prix_budget, sans_promo",0.1132,0.5947,3.4985,0.0808,2.0477
"peu_variants, prix_premium","note_haute, score_bon",0.0554,0.5941,1.8243,0.025,1.6612
"note_haute, peu_variants, prix_premium",score_bon,0.0554,0.5941,1.3044,0.0129,1.3415
"peu_variants, prix_premium","dispo, note_haute, score_bon",0.0554,0.5941,2.1223,0.0293,1.7739
"peu_variants, prix_premium","dispo, score_bon",0.0554,0.5941,1.5025,0.0185,1.4894
"note_haute, peu_variants, prix_premium","dispo, score_bon",0.0554,0.5941,1.5025,0.0185,1.4894
"peu_variants, prix_premium",score_bon,0.0554,0.5941,1.3044,0.0129,1.3415
"indispo, note_haute","bcp_images, prix_premium",0.1155,0.5938,1.9718,0.0569,1.7205
"bcp_variants, en_promo, note_haute, prix_budget","bcp_images, score_excellent",0.0688,0.5936,2.7579,0.0439,1.9311
"bcp_variants, en_promo, note_haute, prix_budget","bcp_images, dispo, score_excellent",0.0688,0.5936,2.7579,0.0439,1.9311
"dispo, en_promo, prix_budget",score_excellent,0.1012,0.5935,2.4107,0.0592,1.8544
"bcp_images, prix_budget, score_bon","en_promo, note_haute",0.0587,0.5935,2.5342,0.0355,1.8837
"bcp_images, indispo, score_faible","bcp_variants, note_haute, sans_promo",0.091,0.5934,2.3064,0.0515,1.8266
"bcp_images, indispo, score_faible","bcp_variants, note_haute",0.091,0.5934,1.499,0.0303,1.4858
"bcp_variants, en_promo, prix_budget","bcp_images, dispo, score_excellent",0.0721,0.5932,2.7558,0.0459,1.9289
"bcp_variants, en_promo, prix_budget","bcp_images, score_excellent",0.0721,0.5932,2.7558,0.0459,1.9289
"sans_promo, score_bon","bcp_images, note_haute",0.1815,0.5928,1.2027,0.0306,1.2454
"bcp_images, dispo, en_promo, note_moyenne, prix_mid",score_excellent,0.0517,0.5926,2.4071,0.0302,1.8503
"bcp_images, dispo, en_promo, note_moyenne, prix_mid","bcp_variants, score_excellent",0.0517,0.5926,2.4768,0.0308,1.8673
"dispo, note_haute, score_excellent","en_promo, prix_budget",0.0947,0.5925,2.889,0.0619,1.9507
"note_haute, score_excellent","dispo, en_promo, prix_budget",0.0947,0.5925,3.4762,0.0674,2.0357
"note_haute, score_excellent","en_promo, prix_budget",0.0947,0.5925,2.889,0.0619,1.9507
"peu_variants, score_faible","note_haute, peu_images, sans_promo",0.1053,0.5922,3.7056,0.0769,2.0603
"bcp_variants, note_haute, prix_budget","en_promo, score_excellent",0.0905,0.5921,3.2956,0.0631,2.0113
"bcp_variants, note_haute, prix_budget","dispo, en_promo, score_excellent",0.0905,0.5921,3.2956,0.0631,2.0113
"bcp_images, bcp_variants, prix_mid, sans_promo","dispo, note_moyenne",0.0536,0.5918,2.7496,0.0341,1.9227
"bcp_images, dispo, en_promo, prix_mid",score_excellent,0.0536,0.5918,2.404,0.0313,1.8468
"prix_mid, sans_promo, score_bon","bcp_images, dispo, note_moyenne",0.0628,0.5913,3.1377,0.0428,1.9857
"bcp_images, dispo, note_haute, prix_premium, score_bon","bcp_variants, sans_promo",0.0614,0.5911,1.6407,0.024,1.5645
"bcp_images, prix_budget","dispo, en_promo, note_haute",0.1095,0.591,3.215,0.0754,1.9956
"bcp_variants, prix_budget","en_promo, score_excellent",0.0947,0.5908,3.288,0.0659,2.0046
"bcp_variants, prix_budget","dispo, en_promo, score_excellent",0.0947,0.5908,3.288,0.0659,2.0046
"dispo, note_haute, score_bon","bcp_images, sans_promo",0.1654,0.5908,1.2854,0.0367,1.3205
"bcp_images, bcp_variants, note_haute, score_bon","prix_premium, sans_promo",0.0767,0.5907,1.9496,0.0373,1.7031
"dispo, peu_images, peu_variants","note_haute, prix_budget, sans_promo",0.1053,0.5907,3.5424,0.0756,2.0357
"note_haute, prix_budget, score_bon",en_promo,0.0919,0.5905,1.6539,0.0363,1.5701
"en_promo, note_moyenne","bcp_variants, dispo",0.0725,0.5902,1.4537,0.0226,1.4496
"en_promo, note_moyenne","bcp_images, bcp_variants, prix_mid",0.0725,0.5902,3.5794,0.0523,2.038
"indispo, note_haute, score_faible","bcp_variants, prix_premium, sans_promo",0.0878,0.5901,2.6178,0.0542,1.8895
"indispo, note_haute, score_faible","bcp_variants, prix_premium",0.0878,0.5901,2.3483,0.0504,1.8264
"bcp_images, sans_promo, score_faible","bcp_variants, note_haute, prix_premium",0.085,0.5897,2.5742,0.052,1.8791
"bcp_images, sans_promo, score_faible","bcp_variants, indispo, note_haute, prix_premium",0.085,0.5897,5.6495,0.0699,2.1831
"indispo, note_haute, sans_promo","bcp_images, bcp_variants, prix_premium, score_faible",0.085,0.5897,6.9391,0.0727,2.2303
"bcp_images, sans_promo, score_faible","bcp_variants, prix_premium",0.085,0.5897,2.347,0.0488,1.825
"bcp_images, sans_promo, score_faible","bcp_variants, indispo, prix_premium",0.085,0.5897,5.6495,0.0699,2.1831
"prix_budget, sans_promo","note_haute, score_faible",0.1002,0.5897,2.4598,0.0595,1.8529
"bcp_variants, dispo",score_excellent,0.2393,0.5893,2.3937,0.1393,1.8355
"indispo, note_haute","bcp_images, score_faible",0.1145,0.5891,3.7621,0.0841,2.0525
"bcp_images, note_moyenne","bcp_variants, dispo",0.1423,0.5889,1.4505,0.0442,1.4449
"dispo, prix_premium",score_bon,0.1224,0.5889,1.293,0.0277,1.3246
"bcp_images, dispo, note_moyenne, sans_promo","bcp_variants, prix_mid",0.0536,0.5888,3.4269,0.0379,2.0142
"dispo, prix_mid","bcp_images, score_bon",0.1256,0.5887,1.6237,0.0483,1.5499
"dispo, note_moyenne, prix_mid, score_bon","bcp_images, sans_promo",0.0628,0.5887,1.281,0.0138,1.3141
"bcp_variants, indispo","note_haute, prix_premium",0.1044,0.5885,1.8255,0.0472,1.6468
"bcp_variants, indispo",prix_premium,0.1044,0.5885,1.708,0.0433,1.5929
"prix_premium, score_bon","bcp_variants, sans_promo",0.0818,0.588,1.6322,0.0317,1.5529
"dispo, en_promo, note_moyenne, prix_mid",score_excellent,0.0527,0.5876,2.3869,0.0306,1.828
"dispo, en_promo, note_moyenne, prix_mid","bcp_variants, score_excellent",0.0527,0.5876,2.456,0.0312,1.8448
"dispo, en_promo",prix_budget,0.1704,0.5876,1.5666,0.0616,1.5153
"bcp_images, en_promo, note_moyenne, prix_mid","bcp_variants, dispo",0.0605,0.5874,1.4469,0.0187,1.4398
prix_premium,"bcp_images, bcp_variants, note_haute, sans_promo",0.2023,0.5871,2.4351,0.1192,1.8381
"dispo, en_promo, prix_mid",score_excellent,0.0545,0.5871,2.3846,0.0316,1.8255
"peu_variants, score_faible","dispo, sans_promo",0.1044,0.587,1.2876,0.0233,1.3175
"bcp_images, dispo",score_bon,0.3104,0.5869,1.2887,0.0695,1.3183
"bcp_images, dispo, en_promo, prix_mid","bcp_variants, score_excellent",0.0531,0.5867,2.4523,0.0315,1.8408
"indispo, note_haute","bcp_images, prix_premium, sans_promo",0.1141,0.5867,2.142,0.0608,1.7568
"dispo, prix_premium","bcp_variants, sans_promo",0.1219,0.5867,1.6284,0.0471,1.5477
"dispo, prix_premium","bcp_images, bcp_variants, note_haute",0.1219,0.5867,1.669,0.0489,1.5689
"bcp_images, en_promo, score_excellent","bcp_variants, note_haute",0.0891,0.5866,1.482,0.029,1.4615
"bcp_images, dispo, en_promo, score_excellent","bcp_variants, note_haute",0.0891,0.5866,1.482,0.029,1.4615
"note_moyenne, sans_promo","dispo, prix_mid",0.0891,0.5866,2.749,0.0567,1.9029
"bcp_images, en_promo, score_excellent","bcp_variants, dispo, note_haute",0.0891,0.5866,2.2802,0.05,1.7967
"bcp_images, en_promo","bcp_variants, dispo",0.1612,0.5866,1.4447,0.0496,1.4367
"bcp_variants, prix_mid, sans_promo","bcp_images, dispo, score_bon",0.0564,0.5865,1.8897,0.0265,1.6679
"bcp_variants, dispo, note_haute, prix_premium, sans_promo","bcp_images, score_bon",0.0614,0.5859,1.6159,0.0234,1.5393
"bcp_images, dispo, prix_premium, sans_promo, score_bon","bcp_variants, note_haute",0.0614,0.5859,1.4801,0.0199,1.459
indispo,"note_haute, score_faible",0.1487,0.5855,2.4422,0.0878,1.834
"dispo, score_bon","bcp_images, sans_promo",0.2314,0.5853,1.2735,0.0497,1.3031
"dispo, note_haute",prix_budget,0.3104,0.5849,1.5594,0.1113,1.5054
"peu_images, peu_variants, sans_promo","prix_budget, score_faible",0.0942,0.5845,5.4081,0.0768,2.1468
"bcp_images, dispo, prix_premium, score_bon","bcp_variants, note_haute",0.0624,0.5844,1.4764,0.0201,1.4538
"note_haute, peu_variants, prix_premium","bcp_images, sans_promo",0.0545,0.5842,1.2711,0.0116,1.2996
"peu_variants, prix_premium","bcp_images, note_haute, sans_promo",0.0545,0.5842,1.7639,0.0236,1.6084
"peu_variants, prix_premium","bcp_images, sans_promo",0.0545,0.5842,1.2711,0.0116,1.2996
"note_haute, score_excellent","bcp_variants, dispo, prix_budget",0.0933,0.5838,4.5141,0.0726,2.092
"note_haute, score_excellent","bcp_variants, prix_budget",0.0933,0.5838,3.6425,0.0677,2.0177
"dispo, note_haute, score_excellent","bcp_variants, prix_budget",0.0933,0.5838,3.6425,0.0677,2.0177
"note_haute, peu_images, sans_promo","peu_variants, prix_budget, score_faible",0.0933,0.5838,5.7193,0.077,2.1575
"prix_premium, sans_promo, score_bon","bcp_variants, note_haute",0.079,0.5836,1.4744,0.0254,1.451
"note_haute, peu_variants, prix_budget","dispo, sans_promo",0.121,0.5835,1.28,0.0265,1.3064
"note_haute, sans_promo, score_faible",indispo,0.1275,0.5835,2.2969,0.072,1.7911
"bcp_variants, indispo","prix_premium, sans_promo",0.1035,0.5833,1.9252,0.0497,1.6728
"bcp_variants, note_haute, score_excellent","en_promo, prix_budget",0.0905,0.5833,2.8444,0.0587,1.9078
"bcp_variants, dispo, note_haute, score_excellent","en_promo, prix_budget",0.0905,0.5833,2.8444,0.0587,1.9078
"bcp_variants, indispo","note_haute, prix_premium, sans_promo",0.1035,0.5833,2.0403,0.0528,1.7138
"bcp_variants, note_haute, score_excellent","dispo, en_promo, prix_budget",0.0905,0.5833,3.4225,0.0641,1.9909
"dispo, note_haute, sans_promo",peu_variants,0.2023,0.5832,1.3999,0.0578,1.3997
"dispo, en_promo, note_moyenne","bcp_variants, prix_mid",0.0619,0.5826,3.3907,0.0436,1.9842
"en_promo, note_moyenne, prix_mid","bcp_variants, dispo",0.0619,0.5826,1.435,0.0188,1.4231
"dispo, en_promo, note_moyenne","bcp_variants, score_excellent",0.0619,0.5826,2.435,0.0365,1.8226
"note_haute, sans_promo",prix_premium,0.2859,0.5823,1.69,0.1167,1.5692
"bcp_variants, prix_budget","dispo, note_haute, score_excellent",0.0933,0.5821,3.6425,0.0677,2.0106
"bcp_variants, prix_budget","note_haute, score_excellent",0.0933,0.5821,3.6425,0.0677,2.0106
"dispo, en_promo, prix_mid","bcp_variants, score_excellent",0.054,0.5821,2.4329,0.0318,1.8203
"note_moyenne, peu_variants",score_bon,0.0508,0.582,1.2779,0.0111,1.3028
"note_moyenne, peu_variants","dispo, score_bon",0.0508,0.582,1.472,0.0163,1.4465
"dispo, en_promo, score_bon","note_haute, prix_budget",0.0642,0.5816,1.6143,0.0244,1.5289
note_moyenne,"bcp_images, dispo, prix_mid",0.1598,0.5815,3.0782,0.1079,1.9381
"prix_premium, score_bon","bcp_variants, note_haute",0.0808,0.5814,1.4688,0.0258,1.4433
"bcp_images, score_faible","bcp_variants, indispo, note_haute",0.091,0.5811,4.1938,0.0693,2.0565
"bcp_images, score_faible","bcp_variants, note_haute",0.091,0.5811,1.4681,0.029,1.4423
"bcp_images, score_faible","bcp_variants, indispo, note_haute, sans_promo",0.091,0.5811,5.1563,0.0733,2.1183
"bcp_images, score_faible","bcp_variants, note_haute, sans_promo",0.091,0.5811,2.2588,0.0507,1.7731
"bcp_images, bcp_variants, dispo, note_haute",score_excellent,0.1307,0.5811,2.3604,0.0753,1.7995
"note_haute, sans_promo, score_bon",prix_premium,0.1326,0.581,1.6861,0.0539,1.5642
"dispo, prix_budget","note_haute, peu_variants",0.1885,0.5804,1.7623,0.0815,1.5982
"note_haute, peu_images, prix_budget","dispo, peu_variants, sans_promo",0.1053,0.5802,2.4676,0.0626,1.8218
"note_haute, prix_premium, score_bon","bcp_variants, sans_promo",0.079,0.5797,1.6089,0.0299,1.5219
"indispo, note_haute","bcp_variants, sans_promo",0.1127,0.5796,1.6087,0.0426,1.5216
bcp_variants,"bcp_images, sans_promo",0.3381,0.5796,1.2611,0.07,1.2854
"indispo, sans_promo, score_faible","bcp_variants, note_haute",0.0961,0.5794,1.4637,0.0304,1.4364
